id,style,name,roles,kind,file,pixel_size,source_index,source_layer_id,source_opacity_pct,source_blend,symbol_units,resolution_class,baked_shadow,source_effects,use,rule,sha256,source_fill_opacity_pct,source_effects_master_enabled,source_composition
M-H01,landscape,俯视步行人物,"[""person""]",symbol,assets/M-H01.png,"[30, 40]",[25],102,70.2,norm,,small_local_only,False,[],现代景观步道、平台,30×40 px，小比例尺配景；源不透明度 70.2%。,2a131d00f0353a5253f6f00c0a387f41c06c8a21981a76fa28ec6989547a2c2d,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""landscape"", ""layer_id"": 102, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
M-H02,landscape,俯视活动人物,"[""person""]",symbol,assets/M-H02.png,"[52, 49]",[26],104,100.0,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": false, ""opacity"": 48.0, ""angle"": -149, ""distance"": 11.0, ""size"": 2.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",休憩平台、草坪边缘,按目标活动空间摆放，保留通道。,133c41069b76e026f94e62d519c42e3768f2be5750072987a2799972ea78ed76,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""landscape"", ""layer_id"": 104, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
M-V01,landscape,深灰车辆,"[""vehicle""]",symbol,assets/M-V01.png,"[88, 170]",[32],239,50.2,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 75.0, ""angle"": -149, ""distance"": 16.0, ""size"": 4.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",场地外围道路、停车位,源不透明度 50.2%；以目标车位尺度校准。,db2f2667abd4152b5a3105ce2023fa9ad72fdc47e31f2eef19b733138cf78ebd,100.0,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""landscape"", ""layer_id"": 239, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
M-S01,landscape,白色喷水水花,"[""water_detail""]",symbol,assets/M-S01.png,"[70, 70]",[15],70,70.2,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 56.0, ""angle"": -149, ""distance"": 23.0, ""size"": 4.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",方案已有的浅水喷泉,仅用于明确有喷泉的水景；源不透明度 70.2%。,490daeacfb4f8da264b9303e0db89af290e29d24888ad9b802b2062a5b20d944,100.0,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""landscape"", ""layer_id"": 70, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
M-REF01,landscape,曲线步道与草坡层次,"[""reference""]",reference,examples/M-REF01.jpg,"[1356, 1200]",,,,,,reference,False,[],现代曲线公园、建筑外场,草地双重肌理、浅色带状铺装、乔木与细线共同构成；等高线用目标资料。,4bd0088a2a8c67932688077d375146b511696b2078e082796cbea1d740fa75e2,,,
M-REF02,landscape,水景台阶与花树节点,"[""reference""]",reference,examples/M-REF02.jpg,"[1268, 1200]",,,,,,reference,False,[],重点水景、亲水平台,借鉴水岸、台阶、木平台、花树、水花与人物；是否设喷泉由目标设计决定。,f40f860fdadb29fceed8c73e0419a204214c0d53a31346db4bd76671c9d664e5,,,
M-REF03,landscape,景观边缘与背景淡化,"[""reference""]",reference,examples/M-REF03.jpg,"[746, 1200]",,,,,,reference,False,[],主体与外侧道路过渡,边缘柔化放在展示组，保留完整场地范围和主入口。,0557145c2be51fe358254fdec602e5abed462d5086e78bc9e084803ed127048e,,,
U-G01,park,城市公园细草地,"[""grass""]",texture,assets/U-G01.png,"[384, 384]",[1],12,100.0,norm,,native_pixels,False,[],活动草坪、城市口袋公园,与 U-G02 叠加形成草地层次，保持活动开敞面。,f83d295aab69a3d10e1881d4b1d350ffd294d93818bd35ffd3f481e06fdc782b,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 12, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-G02,park,明暗草坪肌理,"[""grass""]",texture,assets/U-G02.png,"[384, 384]",[4],34,100.0,norm,,native_pixels,False,[],开敞草坪、林缘,源图整层覆盖；按目标草地控制明暗，不复制原草坪形状。,fdf4e0c2144369fb608687a4ab4282c7978c7393cc439523a33b715d34bb672f,65.098,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 34, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-B01,park,黄绿花境肌理,"[""planting""]",texture,assets/U-B01.png,"[64, 64]",[56],54,100.0,norm,,small_local_only,False,[],步道边、花园节点,裁入目标种植带，纹理只作图面表现，不表示花卉品种。,ab8ed2e35c5b764ecbcb77ed552c4bbe7ecc689e2c4ddd7e35f4708e38ea9ab4,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 54, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-B02,park,粉色混合花境肌理,"[""planting""]",texture,assets/U-B02.png,"[96, 96]",[57],55,100.0,norm,,small_local_only,False,[],入口、特色花园与观赏带,作为局部色彩层；避免和主体草地等面积使用。,6b65629d2fd758960bf236080578297ce521cc22a7dcfb6756569cd11548ae42,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 55, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-B03,park,深绿地被肌理,"[""planting""]",texture,assets/U-B03.png,"[64, 64]",[58],50,100.0,norm,,small_local_only,False,[],花境背景、树下、窄种植带,小样用于局部；大面拼铺前检查接缝。,512561b515140cbc70e0763441e9f8861f23f0cce20ff2fb36785f94caeebee4,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 50, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-P01,park,浅米色步道铺装,"[""paving""]",texture,assets/U-P01.png,"[128, 128]",[17],23,100.0,norm,,native_pixels,False,[],园路、入口、广场边缘,按目标路网组织方向与块材尺度。,3ba0542aa2f55d65eeef1477d76fd2f8de71244eeba3ed415cf94ca2fce775d0,45.098,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 23, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-P02,park,暖灰拼石广场,"[""paving""]",texture,assets/U-P02.png,"[256, 256]",[30],159,62.0,norm,,native_pixels,False,[],活动广场、会客外场,源不透明度 62%；叠于浅暖底色，保持图案尺度统一。,03d4f96240bb029d15619fb849c87bdbc004be9c6a7d8e7573186a9a2b57d8b8,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 159, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-P03,park,深灰碎石颗粒,"[""paving""]",texture,assets/U-P03.png,"[64, 64]",[14],29,100.0,over,,small_local_only,False,[],景观嵌带、排水或种植过渡带,源为叠加 100%，必须有对应底色；小样只做局部。,6c82cbe3320b91074a64895dea25ab76b119e6eda0db74b50003473bf7d176fd,32.157,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 29, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-T01,park,中深绿密叶乔木,"[""tree""]",symbol,assets/U-T01.png,"[267, 262]","[69, 0]",112,100.0,norm,1,native_pixels,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 50.0, ""angle"": -133, ""distance"": 50.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",城市公园林荫、广场树阵,源树影来自图层效果，导出 PNG 不含效果；另建统一投影。,b1e5cd3daabdce60a578fc3d2063b867c63d0a2641c08e000898c115f7b876cc,70.196,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 112, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [165]}"
U-T02,park,黄绿密叶乔木,"[""tree""]",symbol,assets/U-T02.png,"[258, 252]","[69, 24]",125,100.0,norm,1,native_pixels,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 45.0, ""angle"": -133, ""distance"": 55.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",林缘、节点点树,与 U-T01 做深浅变化；源图是同一树冠的变体，避免重复阵列。,879d60c7881ae57c51c3058eaf42539dc3faf07b91f1e4b40a406472905d39b1,70.196,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 125, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [165]}"
U-T03,park,浅中绿密叶乔木,"[""tree""]",symbol,assets/U-T03.png,"[325, 318]","[69, 18]",116,100.0,norm,1,native_pixels,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 45.0, ""angle"": -133, ""distance"": 55.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",草坪树组、广场边缘,源树影不在 PNG 中；与其他冠形搭配减少同形重复。,cb1832cda20b6445b4443bdc31b3baaed137c91627c790de6d9984c5e4dcd9f5,74.118,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 116, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [165]}"
U-T04,park,浅绿行道树冠,"[""tree""]",symbol,assets/U-T04.png,"[174, 179]","[68, 0]",86,100.0,norm,1,native_pixels,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 50.0, ""angle"": -133, ""distance"": 43.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",场地边缘、道路林带,保留较低对比度，按目标行道树间距排布。,db90ea6515b7d431341a698227db48e6961d59d2151d018b1ff69bb8ab470db1,58.824,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 86, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [168]}"
U-H01,park,草地休憩人物组,"[""person""]",symbol,assets/U-H01.png,"[70, 55]","[59, 0]",359,100.0,norm,,small_local_only,False,[],允许停留的开敞草坪,采用源休憩姿态；不得放到车道或水面。,8c0beee6c4e465d4cc83aa24cdf1c52b87c9b45293e3596ac7841981868fca09,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 359, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [269]}"
U-H02,park,草地坐姿人物,"[""person""]",symbol,assets/U-H02.png,"[51, 37]","[59, 1]",360,100.0,norm,,small_local_only,False,[],休息草坪、野餐区,51×37 px，仅作小比例尺活动提示。,127f969165a0bee9edbd1edde017a5dfbaf46d6edd91114221fb2351cd6e51c6,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 360, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [269]}"
U-H03,park,步行人物组,"[""person""]",symbol,assets/U-H03.png,"[62, 44]","[59, 27]",334,100.0,norm,,small_local_only,False,[],广场与步道,以目标尺度控制密度，避免挡住边界与标注。,5dd1566006bbac1d7419d19f44bcad8dfef319805ac72217f7ef06ae2f829708,100.0,False,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 334, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [269]}"
U-F01,park,户外桌椅组,"[""furniture""]",symbol,assets/U-F01.png,"[58, 55]",[44],295,100.0,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 53.0, ""angle"": -133, ""distance"": 5.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",广场外摆、休闲庭院,在明确允许停留的位置使用；保留主通道。,5961786b4b1d4a4ebc7848a4aa39d42020f9c81dd3eac0aad1ba7185d3566db7,100.0,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 295, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-F02,park,长条公园坐凳,"[""furniture""]",symbol,assets/U-F02.png,"[102, 27]",[43],66,100.0,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 72.0, ""angle"": -133, ""distance"": 6.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",园路边、林荫广场、休憩节点,沿目标停留界面布置；只有约 90×15 px 的本体，避免放大。,4c1eefff346997ebdb681494be9c1d72cb2fd2d3eb764169e6b015a8a4eff9eb,100.0,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 66, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": []}"
U-V01,park,公园接驳车辆,"[""vehicle""]",symbol,assets/U-V01.png,"[272, 75]","[69, 4]",356,100.0,norm,,small_local_only,False,"[{""type"": ""DropShadow"", ""enabled"": true, ""active_in_saved_composite"": true, ""opacity"": 50.0, ""angle"": -133, ""distance"": 18.0, ""size"": 0.0, ""use_global_light"": true, ""blend_mode"": ""Mltp""}]",有接驳车功能的车行空间,从车身独立层提取，不包含源项目车身文字；按目标道路尺度使用。,7af9a87e62a2c8e713c100530e5bd6678dfdb9b4d5cc1b6f69133a2f257659d1,80.0,True,"{""audit"": ""library/composition-audit.json"", ""source_id"": ""park"", ""layer_id"": 356, ""clipping_base_layer_id"": null, ""clip_layer_ids"": [], ""parent_layer_ids"": [165]}"
U-REF01,park,林荫入口与集散空间,"[""reference""]",reference,examples/U-REF01.jpg,"[1310, 800]",,,,,,reference,False,[],城市公园入口、林荫广场,借鉴铺地、密叶乔木、统一树影、坐席与人群关系。,df47c258965eb7a4c47f4418097eb792c94683e4dcb82b1f95a840c637721fa4,,,
U-REF02,park,活动广场与台阶绿带,"[""reference""]",reference,examples/U-REF02.jpg,"[1154, 1200]",,,,,,reference,False,[],城市广场、活动公园,重点硬地保持开敞，桌椅沿停留带布置；台阶线随目标几何。,f8afdff51063b42552179399eed69442dee395a6c5809554ff7e0407b800b4a2,,,
U-REF03,park,开放草坪与木平台,"[""reference""]",reference,examples/U-REF03.jpg,"[970, 1180]",,,,,,reference,False,[],可停留草坪、线性公园,疏密草纹、边缘树群、木平台和活动人物构成丰富度。,1ce15cd6840e02aeb878746b45b7056fe719e1c1e87cc6a8bac21546ce656d0d,,,
U-REF04,park,特色花境与休憩路径,"[""reference""]",reference,examples/U-REF04.jpg,"[527, 1200]",,,,,,reference,False,[],观赏花园、窄地节点,花境以色块层次配合路径，植物边缘和地面明暗分层。,a0ce09ffa630e5f8fc0fd0dfc90ae0e53a02b032eb620d9c0b9c796b22c52765,,,
